Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
246,10:34:33,5/6/2024,TIM2024,Zach Peagler,,6,4,CBG,0.820548,2.921321,0.640612,3.13053,2.638819,2.554547,3.10415,0.465331,26.041889,26.900991,31.644724,0.441786,PSF-01133_20240506103433,0,0,0,129.750961,480.664734,0.730059,0.5,0.8,71.654144,89.71,86.84,23.7,24.6,98.09,156.7,68.8,56.1,245,3.717,-15,16,112,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.126,0.381,0.31,0.755,0.396,0.282,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543879,2.461851,1.689175,0.741441,0.287246,0.012126,0.108231,0.325623,129.750961,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103433,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
247,10:34:42,5/6/2024,TIM2024,Zach Peagler,,6,5,CG,0.803802,2.922464,0.630412,3.397478,2.631962,2.540586,3.145014,0.513052,25.901426,26.833008,32.063599,0.441786,PSF-01133_20240506103442,0,0,0,122.628448,422.457581,0.709726,0.5,0.8,26.482357,89.36,86.25,23.72,24.82,98.09,156.8,154.6,1.4,93,3.716,-10,7,142,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.226,0.5,0.459,0.463,0.069,-0.708,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.54304,2.461401,1.690407,0.949056,0.286996,0.014406,0.109216,0.19049,122.628448,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103442,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
248,10:34:49,5/6/2024,TIM2024,Zach Peagler,,6,6,Control,0.667043,2.922124,0.543074,2.854856,2.638995,2.562195,3.139449,0.500454,26.120928,26.903877,32.005882,0.441786,PSF-01133_20240506103449,0,0,0,139.568573,424.854034,0.671491,0.5,0.8,19.167799,89.5,86.89,23.74,24.79,98.09,156.8,155.5,0.8,71,3.716,-16,10,134,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.002,0.351,-9999,0.422,0.298,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543951,2.461583,1.69004,0.951406,0.286795,0.01386,0.110066,0.171013,139.568573,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103449,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
249,10:34:59,5/6/2024,TIM2024,Zach Peagler,,6,7,Liquid,0.993086,2.922661,0.741226,3.591868,2.645472,2.548889,3.106885,0.461413,25.984016,26.968609,31.672373,0.441786,PSF-01133_20240506103459,0,0,0,116.452576,433.07019,0.7311,0.5,0.8,24.824421,89.6,86.33,23.76,24.61,98.09,156.8,155.4,0.9,85,3.716,-20,19,139,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.437,0.531,0.321,0.663,0.407,0.214,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543139,2.461708,1.690619,0.951149,0.286539,0.011588,0.111248,0.18303,116.452576,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103459,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
250,10:35:06,5/6/2024,TIM2024,Zach Peagler,,6,8,CBG,0.854351,2.921287,0.661028,3.332316,2.641861,2.552159,3.121827,0.479966,26.017944,26.932417,31.825424,0.441786,PSF-01133_20240506103506,0,0,0,109.503151,433.996429,0.747687,0.5,0.8,51.044533,89.37,86.33,23.78,24.69,98.09,156.7,155.3,0.9,171,3.715,-3,0,132,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.092,0.245,0.58,27.7,14.415,5.761,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543145,2.46141,1.689139,0.950811,0.286308,0.012282,0.112088,0.259254,109.503151,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103506,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
251,10:35:12,5/6/2024,TIM2024,Zach Peagler,,6,9,CG,0.654114,2.921836,0.534463,2.878788,2.634691,2.557223,3.14748,0.512789,26.069311,26.859041,32.086609,0.441786,PSF-01133_20240506103512,0,0,0,106.395721,429.727448,0.752411,0.5,0.8,47.638226,89.01,86.4,23.8,24.83,98.09,156.7,155.2,0.9,158,3.715,-8,5,141,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.105,0.525,-9999,3.053,1.616,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543233,2.460956,1.689729,0.950782,0.286072,0.013629,0.112802,0.248246,106.395721,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103512,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
252,10:35:19,5/6/2024,TIM2024,Zach Peagler,,6,10,Control,0.594681,2.920468,0.494075,2.408616,2.642882,2.578,3.107091,0.464209,26.280039,26.941446,31.673576,0.441786,PSF-01133_20240506103519,0,0,0,127.125618,446.658966,0.715385,0.5,0.8,60.253113,89.17,86.98,23.83,24.61,98.1,156.5,155,1,211,3.715,-11,1,138,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.025,0.249,-9999,0.307,0.423,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.544057,2.461149,1.688257,0.950101,0.285808,0.010865,0.113513,0.294694,127.125618,0.000367,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103519,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
253,10:35:25,5/6/2024,TIM2024,Zach Peagler,,6,11,Liquid,0.684381,2.921054,0.554472,2.825603,2.644475,2.568398,3.12966,0.485184,26.182632,26.958174,31.904213,0.441786,PSF-01133_20240506103525,0,0,0,140.11467,433.822632,0.677023,0.5,0.8,76.915482,89.13,86.57,23.84,24.73,98.1,156.6,155.1,1,284,3.714,-12,7,186,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.091,0.432,-9999,0.968,1.239,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543473,2.461105,1.688888,0.950498,0.285624,0.012078,0.114227,0.359964,140.11467,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103525,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
254,10:35:31,5/6/2024,TIM2024,Zach Peagler,,6,12,CBG,0.587918,2.921819,0.489435,2.932909,2.643787,2.564867,3.214073,0.570285,26.146372,26.950884,32.764397,0.441786,PSF-01133_20240506103531,0,0,0,123.043297,450.699097,0.726995,0.5,0.8,75.694092,89.04,86.38,23.86,25.18,98.1,156.7,155.2,1,260,3.715,-4,0,161,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.079,0.419,-9999,0.553,0.657,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543196,2.460976,1.689711,0.95059,0.285462,0.017085,0.114939,0.338886,123.043297,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103531,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
255,10:35:43,5/6/2024,TIM2024,Zach Peagler,,7,1,CBG,0.817169,2.921355,0.638552,3.744905,2.677872,2.577104,3.235828,0.557956,26.271507,27.298763,32.986671,0.441786,PSF-01133_20240506103543,0,0,0,157.814377,429.314362,0.632404,0.5,0.8,75.298943,90.12,86.73,23.87,25.29,98.1,156.7,154.4,1.5,298,3.714,0,11,188,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.428,0.477,0.277,0.549,-1.663,-0.781,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543695,2.462363,1.689211,0.948473,0.285328,0.018269,0.116302,0.372091,86.691139,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103543,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
256,10:36:03,5/6/2024,TIM2024,Zach Peagler,,7,2,CG,0.268988,2.921251,0.246308,1.378579,2.605913,2.568787,3.138868,0.532956,26.186859,26.565331,31.998415,0.441786,PSF-01133_20240506103603,0,0,0,114.608643,438.65097,0.738725,0.5,0.8,33.921673,87.62,86.37,23.88,24.78,98.09,156.6,155.4,0.8,115,3.714,0,7,112,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,-0.025,-0.025,0.215,0.763,113.068,55.245,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543183,2.459486,1.6891,0.95108,0.285158,0.012177,0.118902,0.209606,114.608643,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103603,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
257,10:36:11,5/6/2024,TIM2024,Zach Peagler,,7,3,Control,0.775255,2.921393,0.61267,2.818909,2.648579,2.572709,3.086706,0.438127,26.227646,27.001106,31.467625,0.441786,PSF-01133_20240506103611,0,0,0,126.242638,482.339142,0.73827,0.5,0.8,33.102165,88.95,86.41,23.9,24.5,98.09,156.7,155.4,0.8,112,3.713,4,6,119,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.377,0.254,0.304,0.763,0.539,-2.008,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543229,2.461189,1.689253,0.951212,0.284944,0.008725,0.119733,0.207204,63.521862,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103611,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
258,10:36:18,5/6/2024,TIM2024,Zach Peagler,,7,4,Liquid,0.375167,2.920682,0.332462,1.781948,2.632313,2.584313,3.14264,0.510327,26.343592,26.832888,32.034981,0.441786,PSF-01133_20240506103618,0,0,0,113.813637,441.072449,0.741962,0.5,0.8,46.739983,88.33,86.72,23.92,24.8,98.1,156.6,154.9,1,157,3.713,-6,3,139,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.27,0.237,-9999,0.255,-0.905,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543681,2.460396,1.688488,0.950013,0.284788,0.012036,0.120496,0.247537,113.813637,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103618,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
259,10:36:22,5/6/2024,TIM2024,Zach Peagler,,7,5,CBG,0.416656,2.921567,0.364652,2.338825,2.649866,2.586924,3.260085,0.61022,26.371414,27.013052,33.233707,0.441786,PSF-01133_20240506103622,0,0,0,116.150024,435.565002,0.733335,0.5,0.8,50.875504,88.86,86.74,23.93,25.42,98.1,156.7,155.6,0.7,173,3.713,-9,9,147,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.097,-9999,-9999,0.014,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543709,2.461061,1.68944,0.951813,0.284643,0.019037,0.120998,0.26171,0.867963,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103622,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
260,10:36:28,5/6/2024,TIM2024,Zach Peagler,,7,6,CG,0.406709,2.92069,0.356997,2.205019,2.649876,2.590492,3.237614,0.587738,26.40671,27.01206,33.003288,0.441786,PSF-01133_20240506103628,0,0,0,131.655701,410.839691,0.679545,0.5,0.8,60.940144,88.74,86.75,23.95,25.3,98.1,156.6,155.9,0.4,224,3.713,-1,1,119,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.165,-9999,-9999,0.103,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543713,2.460908,1.688496,0.952594,0.284392,0.017429,0.121572,0.306808,35.3508,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103628,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
261,10:36:34,5/6/2024,TIM2024,Zach Peagler,,7,7,Control,0.489372,2.922969,0.41919,2.335375,2.647544,2.584759,3.177862,0.530318,26.347528,26.987526,32.39328,0.441786,PSF-01133_20240506103634,0,0,0,108.138084,397.709381,0.728098,0.5,0.8,82.144173,88.57,86.47,23.97,24.99,98.1,156.9,154,1.8,282,3.713,-4,3,121,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.263,0.202,-9999,0.275,-0.866,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543312,2.460692,1.690952,0.947523,0.284202,0.013604,0.122272,0.358214,108.138084,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103634,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
262,10:36:39,5/6/2024,TIM2024,Zach Peagler,,7,8,Liquid,0.385582,2.920762,0.340616,2.186928,2.644918,2.58602,3.255835,0.610917,26.360725,26.961107,33.188522,0.441786,PSF-01133_20240506103639,0,0,0,129.94194,445.199493,0.708127,0.5,0.8,59.230278,88.42,86.45,23.98,25.4,98.1,156.6,155,1,209,3.713,3,0,148,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.181,0.231,-9999,0.269,-1.876,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543281,2.460496,1.688574,0.95008,0.284065,0.018194,0.122779,0.293404,129.94194,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103639,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
263,10:36:44,5/6/2024,TIM2024,Zach Peagler,,7,9,CBG,0.431885,2.920359,0.376244,2.273341,2.649523,2.588282,3.224525,0.575002,26.383778,27.008051,32.869362,0.441786,PSF-01133_20240506103644,0,0,0,130.591751,445.659027,0.706969,0.5,0.8,88.301514,88.51,86.46,23.99,25.24,98.1,156.5,155.3,0.8,312,3.711,-3,3,165,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.217,-9999,-9999,-0.011,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543296,2.460608,1.688141,0.950843,0.283925,0.016162,0.123284,0.38505,130.591751,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103644,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
264,10:36:51,5/6/2024,TIM2024,Zach Peagler,,7,10,CG,0.33022,2.921462,0.296685,1.73667,2.651146,2.604403,3.208245,0.557099,26.547907,27.024384,32.703156,0.441786,PSF-01133_20240506103651,0,0,0,143.19957,421.005249,0.659863,0.5,0.8,88.189392,88.47,86.91,24.01,25.15,98.1,156.7,154.3,1.5,334,3.713,-6,0,133,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.017,0.134,0.301,74.129,37.546,18.184,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.54393,2.460555,1.689327,0.948174,0.283724,0.014971,0.124116,0.404479,143.19957,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103651,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
265,10:36:57,5/6/2024,TIM2024,Zach Peagler,,7,11,Control,0.282961,2.921792,0.257977,1.946752,2.658398,2.606017,3.375945,0.717547,26.563749,27.097683,34.411812,0.441786,PSF-01133_20240506103657,0,0,0,137.622711,397.358185,0.653656,0.5,0.8,75.143379,88.68,86.93,24.02,26.01,98.1,156.7,154.4,1.5,287,3.713,-13,6,176,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.123,0.098,-9999,0.086,-1.625,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543967,2.460828,1.689682,0.948658,0.283664,0.024925,0.124746,0.362964,137.622711,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103657,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
266,10:37:03,5/6/2024,TIM2024,Zach Peagler,,7,12,Liquid,0.360693,2.921826,0.321059,1.753238,2.654289,2.607112,3.174126,0.519836,26.573767,27.054634,32.353222,0.441786,PSF-01133_20240506103703,0,0,0,114.908691,431.840302,0.733909,0.5,0.8,51.358223,88.48,86.91,24.03,24.97,98.11,156.7,155.1,1,175,3.711,-18,11,196,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.005,0.217,-9999,0.11,0.234,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.54393,2.460572,1.689719,0.950462,0.283533,0.012695,0.125447,0.26305,114.908691,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103703,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
267,10:37:10,5/6/2024,TIM2024,Zach Peagler,,8,1,Liquid,0.400157,2.921412,0.351949,1.962219,2.650593,2.597775,3.181298,0.530705,26.479601,27.017982,32.427555,0.441786,PSF-01133_20240506103710,0,0,0,125.876427,442.977203,0.71584,0.5,0.8,74.253204,88.32,86.56,24.03,25.01,98.1,156.7,154.5,1.4,259,3.711,-7,7,151,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,-0.151,0.271,0.326,123.08,62.255,29.082,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543432,2.460365,1.689273,0.948778,0.283452,0.013051,0.126273,0.338019,125.876427,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103710,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
268,10:37:19,5/6/2024,TIM2024,Zach Peagler,,8,2,CBG,0.475223,2.920008,0.408707,1.833261,2.651972,2.602572,3.079158,0.427187,26.52911,27.03266,31.387154,0.441786,PSF-01133_20240506103719,0,0,0,114.783882,469.110474,0.755316,0.5,0.8,31.986319,88.36,86.71,24.04,24.46,98.1,156.5,155,1,106,3.711,0,5,119,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543649,2.460413,1.687764,0.950045,0.283435,0.006726,0.127226,0.201674,114.783882,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103719,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
269,10:37:24,5/6/2024,TIM2024,Zach Peagler,,8,3,CG,0.405913,2.922247,0.356406,1.76038,2.656418,2.609068,3.12669,0.470272,26.595257,27.077911,31.87158,0.441786,PSF-01133_20240506103724,0,0,0,119.90583,445.410492,0.730797,0.5,0.8,73.045021,88.47,86.89,24.04,24.72,98.1,156.8,154.3,1.6,250,3.711,-12,6,146,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.372,0.263,-9999,0.353,-2.38,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543905,2.460555,1.690173,0.948224,0.283356,0.009599,0.127787,0.329631,119.90583,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103724,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
270,10:37:29,5/6/2024,TIM2024,Zach Peagler,,8,4,Control,0.325541,2.921703,0.292905,1.848154,2.657017,2.607283,3.257393,0.600376,26.57571,27.082645,33.202202,0.441786,PSF-01133_20240506103729,0,0,0,127.767563,437.449341,0.707926,0.5,0.8,80.346054,88.4,86.75,24.06,25.41,98.11,156.7,155,1.1,284,3.711,2,4,150,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.054,0.262,-9999,0.691,-0.211,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543698,2.460469,1.689586,0.950239,0.283174,0.01738,0.128354,0.359712,127.767563,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103729,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
271,10:37:36,5/6/2024,TIM2024,Zach Peagler,,8,5,Liquid,0.54826,2.921637,0.461632,2.579558,2.67526,2.605852,3.207052,0.531792,26.560646,27.268103,32.688496,0.441786,PSF-01133_20240506103736,0,0,0,129.131912,424.287567,0.69565,0.5,0.8,63.334511,88.95,86.64,24.07,25.14,98.11,156.7,153.7,1.9,228,3.711,0,9,124,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.041,0.19,-9999,1.267,0.861,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543536,2.46116,1.689515,0.946577,0.283034,0.014195,0.129049,0.309841,129.131912,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103736,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
272,10:37:41,5/6/2024,TIM2024,Zach Peagler,,8,6,CBG,0.428662,2.920732,0.373801,2.360285,2.669083,2.60553,3.269775,0.600692,26.559467,27.207291,33.330444,0.441786,PSF-01133_20240506103741,0,0,0,116.523743,439.076538,0.734616,0.5,0.8,87.190636,88.71,86.6,24.08,25.47,98.1,156.6,155.5,0.7,297,3.71,0,5,133,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.195,0.199,-9999,0.255,-0.884,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543476,2.460855,1.688541,0.951431,0.282967,0.017913,0.129611,0.371249,116.523743,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103741,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
273,10:37:47,5/6/2024,TIM2024,Zach Peagler,,8,8,CG,0.504567,2.92161,0.43026,2.802977,2.680062,2.604652,3.299664,0.619602,26.551123,27.319828,33.635887,0.441786,PSF-01133_20240506103747,0,0,0,128.30043,416.673309,0.692084,0.5,0.8,88.919724,89.04,86.53,24.08,25.62,98.1,156.7,156.7,0,321,3.71,-6,1,130,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:35:58,5/6/2024,-2.21,0.141,0.221,-9999,0.208,-0.976,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.543384,2.461277,1.689486,0.954744,0.282892,0.019624,0.130237,0.393001,62.186836,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506103747,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
